invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total
559,32,2020-09-11 00:00:00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,5.9399999999999995
560,5,2020-09-11 00:00:00,Klanova 9/506,Prague,None,Czech Republic,14700,8.91
561,23,2020-09-12 00:00:00,69 Salem Street,Boston,MA,USA,2113,6.93
562,27,2020-09-17 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91
563,5,2020-09-19 00:00:00,Klanova 9/506,Prague,None,Czech Republic,14700,1.98
564,15,2020-09-20 00:00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,5.9399999999999995
565,53,2020-09-23 00:00:00,113 Lupus St,London,None,United Kingdom,SW1V 3EN,9.9
566,37,2020-09-27 00:00:00,Berger Straße 10,Frankfurt,None,Germany,60316,4.95
567,15,2020-09-27 00:00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,7.92
568,35,2020-10-01 00:00:00,"Rua dos Campeões Europeus de Viena, 4350",Porto,None,Portugal,None,6.93
569,47,2020-10-06 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,0.99
570,52,2020-10-07 00:00:00,202 Hoxton Street,London,None,United Kingdom,N1 5LH,2.9699999999999998
571,51,2020-10-09 00:00:00,Celsiusg. 9,Stockholm,None,Sweden,11230,2.9699999999999998
572,34,2020-10-13 00:00:00,Rua da Assunção 53,Lisbon,None,Portugal,None,4.95
573,27,2020-10-16 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,10.89
574,49,2020-10-17 00:00:00,Ordynacka 10,Warsaw,None,Poland,00-358,10.89
575,15,2020-10-19 00:00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,3.96
576,45,2020-10-19 00:00:00,Erzsébet krt. 58.,Budapest,None,Hungary,H-1073,5.9399999999999995
577,28,2020-10-20 00:00:00,302 S 700 E,Salt Lake City,UT,USA,84102,8.91
578,25,2020-10-21 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,11.879999999999999
579,6,2020-10-23 00:00:00,Rilská 3174/6,Prague,None,Czech Republic,14300,10.89
580,24,2020-10-25 00:00:00,162 E Superior Street,Chicago,IL,USA,60611,9.9
581,32,2020-10-26 00:00:00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,13.86
582,5,2020-10-30 00:00:00,Klanova 9/506,Prague,None,Czech Republic,14700,17.82
583,22,2020-10-30 00:00:00,120 S Orange Ave,Orlando,FL,USA,32801,10.89
584,30,2020-10-31 00:00:00,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,0.99
585,40,2020-10-31 00:00:00,"8, Rue Hanovre",Paris,None,France,75002,8.91
586,55,2020-11-01 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,10.89
587,12,2020-11-07 00:00:00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98
588,5,2020-11-12 00:00:00,Klanova 9/506,Prague,None,Czech Republic,14700,0.99
589,41,2020-11-12 00:00:00,"11, Place Bellecour",Lyon,None,France,69002,10.89
590,51,2020-11-17 00:00:00,Celsiusg. 9,Stockholm,None,Sweden,11230,8.91
591,16,2020-11-20 00:00:00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,6.93
592,2,2020-11-21 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,None,Germany,70174,7.92
593,12,2020-11-23 00:00:00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,10.89
594,31,2020-11-24 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,2.9699999999999998
595,23,2020-11-27 00:00:00,69 Salem Street,Boston,MA,USA,2113,7.92
596,42,2020-11-27 00:00:00,"9, Place Louis Barthou",Bordeaux,None,France,33000,5.9399999999999995
597,13,2020-11-28 00:00:00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,6.93
598,26,2020-12-04 00:00:00,2211 W Berry Street,Fort Worth,TX,USA,76110,4.95
599,59,2020-12-06 00:00:00,"3,Raj Bhavan Road",Bangalore,None,India,560001,7.92
600,29,2020-12-08 00:00:00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,4.95
601,44,2020-12-08 00:00:00,Porthaninkatu 9,Helsinki,None,Finland,00530,10.89
602,21,2020-12-09 00:00:00,801 W 4th Street,Reno,NV,USA,89503,6.93
603,26,2020-12-10 00:00:00,2211 W Berry Street,Fort Worth,TX,USA,76110,4.95
604,46,2020-12-12 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,None,17.82
605,35,2020-12-17 00:00:00,"Rua dos Campeões Europeus de Viena, 4350",Porto,None,Portugal,None,3.96
606,15,2020-12-18 00:00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,11.879999999999999
607,59,2020-12-19 00:00:00,"3,Raj Bhavan Road",Bangalore,None,India,560001,4.95
608,49,2020-12-20 00:00:00,Ordynacka 10,Warsaw,None,Poland,00-358,0.99
609,14,2020-12-20 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,2.9699999999999998
610,55,2020-12-21 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,6.93
611,52,2020-12-27 00:00:00,202 Hoxton Street,London,None,United Kingdom,N1 5LH,1.98
612,33,2020-12-27 00:00:00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,11.879999999999999
613,20,2020-12-29 00:00:00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91
614,53,2020-12-30 00:00:00,113 Lupus St,London,None,United Kingdom,SW1V 3EN,12.87
